label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char6,timer_char5,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var6,var5,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint,diff_belief_prob,timer_all_chars
5d7874252f037f0016637125,60.0,4.0,0.0,50.0,healthy,0.0,0.0,,,,273.0,406.0,272.0,624.0,414.0,146.0,50.0,20.0,35.0,0.087065898085498,9.0,9.0,1.0,0.0,58.0,0.0,25.0,25.0,98gfshlx,varinfo,74.0,1.0,0.0,6.0,1.0,0.5,1.0,0.0,2.0,4.0,1.0,5.0,5.0,4.0,570.0,4.0,4.0,26.2934101914502,
6346921046fa377ce55acbc1,20.0,4.0,0.0,17.0,ill,0.0,,,0.0,,177.0,73.0,70.0,455.0,265.0,120.0,17.0,10.0,75.0,0.9234376842315858,0.0,4.0,0.0,49.0,49.0,1.0,25.0,87.5,98gfshlx,neginfo,35.0,0.0,0.0,7.0,3.0,1.5,1.0,0.0,4.0,7.0,7.0,6.0,2.0,6.0,439.5,9.0,7.0,-17.34376842315858,
62d6d791bb6448ae52929ebd,40.0,4.0,1.0,17.0,healthy,0.0,0.0,,,,47.0,46.0,97.0,116.0,82.0,110.0,17.0,20.0,81.0,0.5299640316574626,0.0,1.0,0.0,2.0,2.0,1.0,10.0,40.0,98gfshlx,baseline,31.0,1.0,0.0,8.0,5.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,587.0,,4.0,28.003596834253734,
57dd3b0e91b7fc0001493db9,20.0,4.0,0.0,16.0,healthy,0.0,,,0.0,,38.0,48.0,81.0,49.0,50.0,96.0,16.0,11.0,14.75,0.1186790938794902,6.0,6.0,1.0,0.0,11.0,0.0,10.0,40.0,98gfshlx,fullinfo,34.0,0.0,0.0,8.0,7.0,1.0,1.0,0.0,1.0,4.0,4.0,6.0,2.0,2.0,629.0,5.0,7.0,2.8820906120509804,
5e19d095c5d2902507755956,80.0,4.0,1.0,46.0,ill,0.0,0.0,,,,16.0,17.0,27.0,246.0,318.0,289.0,46.0,50.0,90.0,0.9234376842315858,0.0,4.0,0.0,49.0,49.0,1.0,50.0,0.0,98gfshlx,neginfo,25.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,7.0,2.0,5.0,6.0,6.0,6.0,625.0,7.0,7.0,-2.343768423158579,
629f2d6a8d790f69182e8b3e,100.0,4.0,0.0,96.0,healthy,0.0,,,,118.0,,,,,,,96.0,43.0,12.0,0.1186790938794902,6.0,6.0,1.0,0.0,11.0,0.0,15.0,35.0,98gfshlx,fullinfo,37.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,3.0,5.0,4.0,5.0,1.0,7.0,701.0,5.0,5.0,0.13209061205098038,
6310abc5b4e10681057997de,60.0,4.0,0.0,60.0,ill,0.0,0.0,,0.0,54.0,41.0,36.0,51.0,50.0,74.0,82.0,60.0,36.0,50.25,0.5299640316574626,0.0,1.0,0.0,2.0,2.0,1.0,20.0,30.0,98gfshlx,baseline,45.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,6.0,6.0,4.0,3.0,5.0,5.0,671.0,6.0,7.0,-2.7464031657462655,388.0
6321decd01d759ccbe3a26b3,40.0,4.0,1.0,4.0,healthy,0.0,0.0,,0.0,,1237.0,742.0,335.0,210.0,380.0,533.0,4.0,5.0,12.5,0.087065898085498,9.0,9.0,1.0,0.0,58.0,0.0,40.0,10.0,98gfshlx,varinfo,44.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,6.0,5.0,5.0,2.0,5.0,650.0,5.0,2.0,3.7934101914501994,
5cc7443b836ddc0016fec706,60.0,4.0,0.0,42.0,ill,0.0,0.0,,0.0,,154.0,137.0,152.0,162.0,341.0,226.0,42.0,40.0,60.0,0.8408532717781425,0.0,4.0,0.0,35.243195,35.243195,1.0,0.0,50.0,98gfshlx,posinfo,62.0,0.0,0.0,9.0,2.0,8.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,505.0,4.0,4.0,-24.08532717781425,
62fc94176ecdef3f7bd04833,20.0,4.0,0.0,19.0,ill,0.0,,,,,418.0,1605.0,341.0,791.0,516.0,485.0,19.0,12.0,75.0,0.8408532717781425,0.0,4.0,0.0,35.243195,35.243195,1.0,0.0,50.0,98gfshlx,posinfo,36.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,3.0,10.0,7.0,1.0,6.0,8.0,600.0,6.0,7.0,-9.08532717781425,
5e35373e1ddb124e6c306747,80.0,5.0,1.0,18.0,healthy,,,,0.0,0.0,47.0,45.0,104.0,99.0,50.0,117.0,18.0,42.0,8.75,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,20.0,80.0,98gfshlx,baseline,46.0,1.0,0.0,4.0,-1.0,0.5,1.0,1.0,0.0,1.0,2.0,5.0,4.0,3.0,703.0,8.0,9.0,-3.7053501212051714,462.0
5baa3265c0a8c000014bea73,20.0,5.0,1.0,13.0,ill,0.0,,,,,122.0,91.0,131.0,275.0,183.0,193.0,13.0,20.0,60.5,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,20.0,30.0,98gfshlx,neginfo,29.0,0.0,0.0,9.0,7.0,1.5,1.0,0.0,0.0,9.0,7.0,9.0,0.0,9.0,423.0,5.0,6.0,-20.65325245806349,
5cf656e90acc8f000147f643,60.0,5.0,1.0,36.0,ill,,,,,,65.0,63.0,124.0,504.0,251.0,52.0,36.0,60.0,83.0,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,10.0,65.0,98gfshlx,varinfo,28.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,2.0,4.0,5.0,6.0,6.0,5.0,435.0,8.0,6.0,1.3921877852172884,
5efcd984f7176d0e6a59dd17,40.0,5.0,0.0,40.0,healthy,0.0,0.0,,0.0,398.0,89.0,73.0,71.0,68.0,177.0,83.0,40.0,28.0,15.25,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,35.0,15.0,98gfshlx,fullinfo,35.0,1.0,0.0,8.0,3.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,4.0,697.0,7.0,5.0,-12.63849504892556,959.0
5aeb063b2f05b500013028a0,60.0,5.0,1.0,3.0,ill,,0.0,,,,272.0,311.0,383.0,364.0,567.0,487.0,3.0,25.0,34.0,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,50.0,0.0,98gfshlx,neginfo,35.0,1.0,0.0,8.0,5.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,3.0,428.0,6.0,6.0,-47.15325245806349,
609d81679bcff493c7d143de,60.0,5.0,1.0,1.0,healthy,0.0,0.0,,,159.0,,,,,,,1.0,17.0,28.0,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,50.0,125.0,98gfshlx,fullinfo,54.0,0.0,0.0,4.0,2.0,0.5,1.0,0.0,6.0,7.0,3.0,5.0,4.0,5.0,781.0,4.0,4.0,0.11150495107444058,
5b7ffeeb05fbbd00016aa0bc,40.0,5.0,1.0,33.0,ill,62.0,0.0,,0.0,,1367.0,1006.0,455.0,86.0,292.0,118.0,33.0,40.0,65.25,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,20.0,30.0,98gfshlx,varinfo,42.0,1.0,0.0,6.0,4.0,0.5,-1.0,0.0,-1.0,2.0,2.0,3.0,3.0,3.0,478.0,4.0,4.0,-16.35781221478271,
5ae608ca02d85e00017db18d,60.0,5.0,0.0,22.0,healthy,0.0,,,0.0,0.0,62.0,29.0,40.0,36.0,70.0,41.0,22.0,5.0,10.75,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,10.0,65.0,98gfshlx,baseline,57.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,6.0,4.0,5.0,6.0,6.0,5.0,639.0,6.0,6.0,-1.7053501212051714,278.0
63469acb8b2b06f15da868f4,80.0,5.0,0.0,62.0,healthy,,,,,,99.0,46.0,246.0,64.0,108.0,108.0,62.0,40.0,20.0,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,0.0,50.0,98gfshlx,posinfo,26.0,0.0,0.0,7.0,0.0,0.0,-1.0,1.0,7.0,5.0,7.0,8.0,7.0,6.0,418.0,7.0,6.0,-26.89508934067574,
5f84e472052cf81ae5752252,100.0,5.0,0.0,67.0,ill,0.0,,,,,246.0,63.0,83.0,202.0,83.0,163.0,67.0,42.0,38.5,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,0.0,50.0,98gfshlx,varinfo,32.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,526.0,6.0,7.0,-43.10781221478271,
63207c8968ec10d3b9d54151,20.0,5.0,0.0,19.0,healthy,0.0,0.0,,,100.0,106.0,74.0,61.0,60.0,96.0,83.0,19.0,5.0,20.0,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,20.0,30.0,98gfshlx,fullinfo,33.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,2.0,2.0,663.0,4.0,5.0,-7.888495048925559,580.0
59935842cf1d1700016ef871,100.0,5.0,0.0,71.0,ill,,,,,,,,,,,,71.0,25.0,50.0,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,50.0,125.0,98gfshlx,posinfo,44.0,1.0,0.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,514.0,,0.0,3.1049106593242612,
5c6e992b9d7a31000146fd95,20.0,5.0,1.0,6.0,ill,0.0,0.0,,0.0,0.0,343.0,106.0,72.0,107.0,141.0,88.0,6.0,15.0,50.0,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,30.0,20.0,98gfshlx,baseline,30.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,536.0,6.0,,37.54464987879483,857.0
61bb372340db417c1a1389c6,20.0,5.0,0.0,18.0,ill,0.0,,,,,42.0,22.0,28.0,39.0,23.0,33.0,18.0,0.0,45.0,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,10.0,40.0,98gfshlx,neginfo,32.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,4.0,8.0,7.0,7.0,1.0,5.0,422.0,6.0,6.0,-36.15325245806349,
607da171f464f9e638d62de2,100.0,5.0,0.0,97.0,ill,0.0,,,,,118.0,392.0,295.0,86.0,82.0,91.0,97.0,40.0,35.0,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,25.0,25.0,98gfshlx,posinfo,40.0,1.0,0.0,3.0,4.0,1.0,-1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,394.0,5.0,2.0,-11.895089340675739,
5f689679cc2af84fa2c57263,20.0,5.0,1.0,1.0,healthy,,,,,,,,,,,,1.0,5.0,66.25,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,20.0,30.0,98gfshlx,varinfo,35.0,1.0,0.0,10.0,5.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,500.0,3.0,2.0,-15.357812214782712,
6136001fcd0e07e6f5f66bc1,40.0,5.0,1.0,2.0,ill,0.0,0.0,,0.0,,,,,,0.0,,2.0,9.0,31.5,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,20.0,80.0,98gfshlx,neginfo,23.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,7.0,5.0,3.0,4.0,3.0,6.0,453.0,7.0,7.0,-49.65325245806349,
62a33c442c64c9d129b53f32,40.0,5.0,0.0,10.0,healthy,0.0,0.0,,,43.0,142.0,98.0,345.0,120.0,227.0,104.0,10.0,0.0,0.0,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,20.0,80.0,98gfshlx,baseline,66.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,4.0,5.0,6.0,4.0,3.0,4.0,522.0,7.0,5.0,-12.455350121205171,1079.0
5e62ece11e3088084e0039b8,20.0,5.0,1.0,8.0,healthy,471.0,438.0,,69.0,590.0,70.0,122.0,89.0,71.0,97.0,83.0,8.0,10.0,27.75,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,0.0,50.0,98gfshlx,fullinfo,43.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,692.0,9.0,8.0,-0.13849504892555942,1122.0
63468b5809bf04222262bfed,20.0,5.0,1.0,1.0,ill,,,,,,,,,,,,1.0,10.0,22.25,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,10.0,40.0,98gfshlx,posinfo,36.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,7.0,6.0,9.0,4.0,4.0,600.0,7.0,6.0,-24.64508934067574,
5d7874252f037f0016637125,20.0,5.0,0.0,8.0,ill,0.0,0.0,,,,93.0,106.0,87.0,109.0,361.0,246.0,8.0,0.0,0.0,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,25.0,25.0,98gfshlx,varinfo,74.0,1.0,0.0,6.0,1.0,0.5,1.0,0.0,2.0,4.0,1.0,5.0,5.0,4.0,570.0,4.0,4.0,-81.60781221478271,
6346921046fa377ce55acbc1,40.0,5.0,0.0,38.0,ill,0.0,0.0,,0.0,,117.0,97.0,434.0,231.0,303.0,101.0,38.0,30.0,70.0,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,25.0,87.5,98gfshlx,neginfo,35.0,0.0,0.0,7.0,3.0,1.5,1.0,0.0,4.0,7.0,7.0,6.0,2.0,6.0,439.5,9.0,7.0,-11.153252458063491,
62d6d791bb6448ae52929ebd,20.0,5.0,1.0,6.0,healthy,0.0,0.0,,0.0,,41.0,51.0,60.0,55.0,109.0,55.0,6.0,10.0,55.0,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,10.0,40.0,98gfshlx,baseline,31.0,1.0,0.0,8.0,5.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,587.0,,4.0,42.54464987879483,
57dd3b0e91b7fc0001493db9,40.0,5.0,0.0,38.0,healthy,0.0,0.0,,0.0,0.0,57.0,35.0,138.0,39.0,41.0,65.0,38.0,25.0,32.75,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,10.0,40.0,98gfshlx,fullinfo,34.0,0.0,0.0,8.0,7.0,1.0,1.0,0.0,1.0,4.0,4.0,6.0,2.0,2.0,629.0,5.0,7.0,4.861504951074441,375.0
5e19d095c5d2902507755956,20.0,5.0,0.0,10.0,healthy,0.0,0.0,,,,225.0,156.0,171.0,32.0,75.0,89.0,10.0,5.0,56.75,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,50.0,0.0,98gfshlx,neginfo,25.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,7.0,2.0,5.0,6.0,6.0,6.0,625.0,7.0,7.0,-24.40325245806349,
629f2d6a8d790f69182e8b3e,60.0,5.0,0.0,42.0,ill,0.0,,,,231.0,,0.0,,,,,42.0,36.0,27.0,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,15.0,35.0,98gfshlx,fullinfo,37.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,3.0,5.0,4.0,5.0,1.0,7.0,701.0,5.0,5.0,-0.8884950489255594,
6310abc5b4e10681057997de,80.0,5.0,1.0,25.0,healthy,,,,,92.0,119.0,84.0,81.0,76.0,163.0,89.0,25.0,25.0,24.5,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,20.0,30.0,98gfshlx,baseline,45.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,6.0,6.0,4.0,3.0,5.0,5.0,671.0,6.0,7.0,12.044649878794829,704.0
6321decd01d759ccbe3a26b3,100.0,5.0,1.0,75.0,ill,0.0,0.0,,,,885.0,1521.0,380.0,279.0,784.0,159.0,75.0,75.0,66.25,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,40.0,10.0,98gfshlx,varinfo,44.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,6.0,5.0,5.0,2.0,5.0,650.0,5.0,2.0,-15.357812214782712,
5cc7443b836ddc0016fec706,40.0,5.0,0.0,39.0,healthy,0.0,0.0,,0.0,,253.0,363.0,687.0,180.0,177.0,233.0,39.0,24.0,60.0,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,0.0,50.0,98gfshlx,posinfo,62.0,0.0,0.0,9.0,2.0,8.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,505.0,4.0,4.0,13.104910659324261,
62fc94176ecdef3f7bd04833,40.0,5.0,0.0,31.0,healthy,0.0,0.0,,,,1488.0,809.0,688.0,761.0,624.0,2822.0,31.0,15.0,17.5,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,0.0,50.0,98gfshlx,posinfo,36.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,3.0,10.0,7.0,1.0,6.0,8.0,600.0,6.0,7.0,-29.39508934067574,
5a0c036857cee70001767a58,40.0,1.0,0.0,35.0,healthy,123.0,320.0,,85.0,155.0,513.0,449.0,658.0,228.0,2021.0,731.0,35.0,10.0,40.0,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,0.0,50.0,fwzqie4j,baseline,52.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,732.0,8.0,8.0,25.81487877126195,4755.0
5b100cb0a3553300017541c8,40.0,1.0,1.0,1.0,healthy,607.0,929.0,,176.0,,,,,,6.0,7.0,1.0,10.0,55.0,0.1846897777365264,9.5659476,9.5659476,1.0,0.0,25.0,0.0,30.0,95.0,fwzqie4j,varinfo,63.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,518.0,,,36.53102222634736,
5be7752e66e3d1000103957f,100.0,1.0,0.0,63.0,healthy,325.0,2388.0,,75.0,,463.0,352.0,849.0,751.0,1454.0,1559.0,63.0,43.0,43.0,0.2497400330432526,6.0,6.0,1.0,0.0,10.0,0.0,10.0,40.0,fwzqie4j,neginfo,55.0,1.0,0.0,7.0,3.0,1.5,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,668.0,8.0,7.0,18.025996695674742,
601e028aea41df251254119a,100.0,1.0,0.0,58.0,ill,375.0,398.0,,68.0,,367.0,61.0,74.0,159.0,268.0,407.0,58.0,33.0,50.0,0.9758729199833392,0.0,0.0,0.0,60.0,60.0,1.0,25.0,25.0,fwzqie4j,posinfo,32.0,1.0,0.0,8.0,1.0,0.5,-1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,456.0,5.0,6.0,-47.587291998333924,
5e2c8f69cad44b2bc5ce9a34,100.0,1.0,0.0,83.0,ill,475.0,3750.0,,96.0,734.0,505.0,411.0,486.0,372.0,1475.0,1512.0,83.0,40.0,90.0,0.947846340491787,0.0,4.0,0.0,50.0,50.0,1.0,50.0,0.0,fwzqie4j,fullinfo,47.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,8.0,9.0,7.0,3.0,7.0,491.0,4.0,9.0,-4.784634049178692,5495.0
5a102e9dfdf6fc0001279561,60.0,1.0,0.0,28.0,healthy,191.0,670.0,,140.0,,683.0,84.0,271.0,272.0,980.0,885.0,28.0,12.0,59.5,0.1846897777365264,9.5659476,9.5659476,1.0,0.0,25.0,0.0,0.0,50.0,fwzqie4j,varinfo,37.0,0.0,1.0,8.0,4.0,2.0,0.0,1.0,2.0,6.0,7.0,4.0,4.0,6.0,652.0,6.0,8.0,41.03102222634736,
5d68c8aa40524c00189e8ac2,80.0,1.0,0.0,50.0,healthy,118.0,0.0,,0.0,146.0,368.0,350.0,661.0,286.0,727.0,609.0,50.0,20.0,49.0,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,0.0,50.0,fwzqie4j,baseline,31.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,573.0,9.0,7.0,34.814878771261945,3147.0
575b2b408b705300078ae5e6,100.0,1.0,0.0,84.0,ill,32.0,1207.0,,72.0,,615.0,1133.0,667.0,391.0,1105.0,556.0,84.0,35.0,41.0,0.9758729199833392,0.0,0.0,0.0,60.0,60.0,1.0,20.0,80.0,fwzqie4j,posinfo,33.0,1.0,0.0,6.0,2.0,0.5,0.0,0.0,0.0,6.0,1.0,5.0,2.0,4.0,532.0,6.0,5.0,-56.587291998333924,
5f3e6a07e06e71069f919082,60.0,1.0,0.0,39.0,ill,71.0,189.0,,62.0,,156.0,186.0,207.0,461.0,94.0,1099.0,39.0,15.0,32.0,0.2497400330432526,6.0,6.0,1.0,0.0,10.0,0.0,30.0,20.0,fwzqie4j,neginfo,31.0,0.0,0.0,8.0,4.0,1.0,1.0,0.0,4.0,6.0,7.0,6.0,4.0,6.0,401.0,5.0,4.0,7.025996695674742,
5e89ba09ec9b3364b1fc0bd1,60.0,1.0,1.0,3.0,ill,603.0,813.0,,106.0,,767.0,889.0,386.0,330.0,1179.0,1124.0,3.0,12.0,52.0,0.2497400330432526,6.0,6.0,1.0,0.0,10.0,0.0,15.0,35.0,fwzqie4j,neginfo,43.0,0.0,0.0,5.0,2.0,0.5,1.0,0.0,3.0,5.0,3.0,3.0,4.0,5.0,461.0,7.0,7.0,27.025996695674742,
5f2b3b2b4cc04057806945da,100.0,1.0,0.0,59.0,healthy,0.0,925.0,,129.0,,277.0,466.0,1062.0,882.0,1575.0,1689.0,59.0,40.0,52.25,0.1846897777365264,9.5659476,9.5659476,1.0,0.0,25.0,0.0,35.0,15.0,fwzqie4j,varinfo,28.0,1.0,1.0,6.0,2.0,2.0,1.0,0.0,3.0,2.0,10.0,7.0,4.0,6.0,458.0,0.0,6.0,33.78102222634736,
55885582fdf99b4021921fbd,60.0,1.0,0.0,28.0,ill,537.0,475.0,,95.0,,2164.0,3021.0,2196.0,397.0,2070.0,4037.0,28.0,5.0,70.0,0.9758729199833392,0.0,0.0,0.0,60.0,60.0,1.0,0.0,50.0,fwzqie4j,posinfo,67.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,375.0,8.0,9.0,-27.587291998333924,
5f7ebad5cf009c196fd54b2b,100.0,1.0,0.0,60.0,ill,209.0,1008.0,,95.0,681.0,76.0,188.0,255.0,235.0,503.0,1205.0,60.0,35.0,86.0,0.947846340491787,0.0,4.0,0.0,50.0,50.0,1.0,25.0,87.5,fwzqie4j,fullinfo,42.0,1.0,0.0,8.0,3.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,2.0,5.0,713.5,5.0,6.0,-8.784634049178692,3143.0
59e675a6c0d35a00012951ce,20.0,1.0,0.0,20.0,healthy,497.0,2354.0,,55.0,1005.0,325.0,87.0,386.0,189.0,582.0,1039.0,20.0,5.0,50.0,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,5.0,45.0,fwzqie4j,baseline,47.0,1.0,0.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,8.0,,35.814878771261945,3613.0
60377564edd48263e3130a88,20.0,1.0,1.0,12.0,ill,387.0,,,,94.0,1153.0,0.0,0.0,121.0,2242.0,416.0,12.0,15.0,25.0,0.947846340491787,0.0,4.0,0.0,50.0,50.0,1.0,50.0,125.0,fwzqie4j,fullinfo,35.0,1.0,1.0,7.0,6.0,1.5,0.0,1.0,6.0,4.0,7.0,2.0,6.0,5.0,582.0,4.0,4.0,-69.78463404917869,4026.0
5927ee603497ad00010171c2,40.0,1.0,1.0,15.0,healthy,0.0,0.0,,,,6.0,5.0,6.0,6.0,6.0,2.0,15.0,18.0,54.75,0.2497400330432526,6.0,6.0,1.0,0.0,10.0,0.0,20.0,30.0,fwzqie4j,neginfo,40.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,5.0,368.0,,,29.775996695674742,
5d0c90dc3382180015624ad9,40.0,1.0,0.0,26.0,ill,254.0,361.0,,106.0,,889.0,234.0,624.0,0.0,368.0,730.0,26.0,6.0,51.0,0.9758729199833392,0.0,0.0,0.0,60.0,60.0,1.0,0.0,50.0,fwzqie4j,posinfo,54.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,9.0,8.0,-46.587291998333924,
5bc08c345e8a950001892156,20.0,1.0,0.0,12.0,ill,224.0,955.0,,64.0,301.0,260.0,275.0,757.0,405.0,807.0,730.0,12.0,5.0,20.0,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,10.0,40.0,fwzqie4j,baseline,54.0,0.0,0.0,4.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,650.0,0.0,4.0,5.814878771261949,3535.0
59e39cc9c0d35a0001294f20,60.0,1.0,0.0,40.0,healthy,,,,7.0,,442.0,582.0,467.0,388.0,639.0,823.0,40.0,25.0,59.25,0.1846897777365264,9.5659476,9.5659476,1.0,0.0,25.0,0.0,0.0,50.0,fwzqie4j,varinfo,69.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,464.0,9.0,9.0,40.78102222634736,
5d51a96b5054110015905fd9,100.0,1.0,1.0,72.0,ill,489.0,4002.0,,104.0,1220.0,442.0,0.0,243.0,0.0,0.0,557.0,72.0,90.0,94.75,0.947846340491787,0.0,4.0,0.0,50.0,50.0,1.0,15.0,35.0,fwzqie4j,fullinfo,53.0,0.0,0.0,6.0,3.0,1.0,0.0,1.0,1.0,7.0,6.0,3.0,6.0,6.0,727.0,7.0,7.0,-0.03463404917869184,2462.0
5f522c40069004482b3af322,100.0,1.0,1.0,16.0,healthy,111.0,3070.0,,134.0,,1194.0,92.0,125.0,92.0,1943.0,2283.0,16.0,25.0,20.0,0.2497400330432526,6.0,6.0,1.0,0.0,10.0,0.0,50.0,125.0,fwzqie4j,neginfo,34.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,580.0,8.0,2.0,-4.974003304325258,
5e766b0ba02ca51dfa1de797,80.0,1.0,1.0,11.0,healthy,0.0,1993.0,,130.0,567.0,130.0,239.0,170.0,466.0,636.0,408.0,11.0,40.0,50.0,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,0.0,50.0,fwzqie4j,baseline,59.0,0.0,0.0,8.0,3.0,1.5,0.0,1.0,0.0,7.0,5.0,8.0,0.0,6.0,554.0,9.0,9.0,35.814878771261945,2616.0
5ea954a1550e7902833cece8,100.0,1.0,1.0,17.0,ill,389.0,788.0,,110.0,,1618.0,803.0,655.0,182.0,2373.0,750.0,17.0,80.0,70.0,0.9758729199833392,0.0,0.0,0.0,60.0,60.0,1.0,25.0,25.0,fwzqie4j,posinfo,21.0,1.0,0.0,8.0,2.0,0.5,1.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,451.0,9.0,8.0,-27.587291998333924,
